"season","sampling_date","site","tree","fig","foundress_number","pegoscapus_f","pegoscapus_m","LO1_f","SO1_f","SO2_f","idarnes_m","heterandrium_1_f","heterandrium_1_mw","heterandrium_1_mu","heterandrium_2_f","heterandrium_2_mw","heterandrium_2_mu","ficicola_f","ficicola_m","physothorax_f","physothorax_m","sycophila","unidentified_idarnes","unidentified_wasps"
"S2014","09-06-14",70,"31","27",2,5,6,49,31,1,46,0,0,0,1,5,1,0,0,1,2,0,0,0
"S2014","09-06-14",70,"31","28",2,58,15,12,36,20,10,0,0,0,5,3,1,1,0,1,0,0,0,0
"S2014","09-06-14",70,"31","29",1,59,0,0,2,33,22,3,1,1,3,0,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","30",1,40,10,2,41,6,28,1,0,0,2,2,0,1,0,0,3,0,1,0
"S2014","09-06-14",70,"31","31",2,21,1,11,47,1,4,9,4,0,0,0,6,0,1,1,0,0,12,0
"S2014","09-06-14",70,"31","32",1,28,8,1,25,4,2,0,0,0,5,1,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","33",1,7,3,19,2,0,23,0,0,0,13,4,11,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","34",2,42,4,15,14,0,29,0,0,0,5,5,2,0,0,1,0,0,0,0
"S2014","09-06-14",70,"31","35",1,30,3,3,62,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","36",1,12,8,43,39,0,20,0,0,0,18,6,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","37",3,48,26,46,10,0,16,1,0,0,16,1,5,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","38",1,43,9,0,37,0,37,0,1,0,2,0,0,0,0,0,0,0,8,0
"S2014","09-06-14",70,"31","39",1,55,28,10,13,0,26,0,1,0,8,5,7,1,0,0,0,0,0,3
"S2014","09-06-14",70,"31","40",1,32,27,38,0,0,17,0,0,0,1,0,5,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","41",1,28,13,22,46,14,24,0,0,0,6,3,7,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","42",2,94,9,22,36,0,25,0,0,0,3,0,2,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","43",1,19,1,14,32,0,8,0,0,0,5,2,3,0,0,2,0,0,0,2
"S2014","09-06-14",70,"31","44",3,55,31,5,25,13,12,0,0,0,2,2,4,0,0,0,0,0,0,8
"S2014","09-06-14",70,"31","45",2,30,7,10,23,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","46",1,27,9,5,2,0,4,0,0,0,10,0,8,0,0,0,2,0,0,0
"S2014","09-06-14",70,"31","47",1,19,2,22,27,0,2,0,0,0,19,2,4,0,0,1,0,0,0,2
"S2014","09-06-14",70,"31","48",2,46,4,43,51,0,17,2,0,0,6,3,1,0,0,1,1,0,0,0
"S2014","09-06-14",70,"31","49",1,20,5,46,11,0,41,3,0,1,21,4,12,0,0,0,0,0,0,0
"S2014","09-06-14",70,"31","50",1,16,12,18,9,4,1,0,0,0,2,3,1,3,2,5,4,0,0,0
"S2014","09-06-14",70,"31","51",3,20,7,3,20,8,7,0,0,0,4,2,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"37","1",3,6,5,24,14,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"37","2",1,14,0,39,31,6,4,1,0,0,0,1,0,0,0,0,0,0,2,1
"S2014","09-06-14",70,"37","3",1,2,0,38,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"59","1",2,27,9,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"59","2",1,11,0,14,17,10,1,0,0,2,13,2,6,0,0,0,0,0,0,0
"S2014","09-06-14",70,"63","1",1,12,0,13,50,0,14,0,0,0,2,0,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","1",1,63,34,67,3,3,17,4,2,0,7,0,3,0,0,0,0,0,0,9
"S2014","09-06-14",70,"70","2",2,31,7,80,4,3,53,0,0,0,3,0,4,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","3",2,100,23,104,0,0,22,0,0,0,10,3,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","4",3,10,5,72,28,0,26,0,0,0,5,0,1,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","5",2,48,59,58,3,0,11,0,0,0,2,1,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","6",1,14,32,49,22,0,36,0,0,0,2,2,1,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","7",2,33,43,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","8",2,12,70,13,2,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0
"S2014","09-06-14",70,"70","9",1,129,7,52,45,0,23,0,0,0,6,0,1,0,0,0,0,0,1,0
"S2014","09-06-14",70,"70","10",1,63,63,46,6,0,10,0,1,0,4,0,1,0,0,0,0,0,1,9
"S2014","09-06-14",70,"70","11",3,39,37,9,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"72","1",4,144,64,15,6,1,2,2,3,1,3,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"72","2",5,105,10,0,0,12,2,1,0,0,4,1,3,0,0,0,0,0,0,0
"S2014","09-06-14",70,"72","3",1,5,10,14,3,0,10,12,12,3,4,2,3,0,0,0,0,0,0,0
"S2014","09-06-14",70,"87","1",2,17,1,5,16,6,10,1,1,0,0,0,0,0,0,0,0,0,3,0
"S2014","09-06-14",70,"202","1",3,21,3,50,15,0,3,2,2,0,4,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"202","2",2,18,16,29,5,11,32,0,0,0,0,0,2,0,0,0,0,0,0,0
"S2014","09-06-14",70,"202","3",2,20,12,23,5,0,33,1,1,2,7,1,0,0,0,0,6,0,0,1
"S2014","09-06-14",70,"300","1",2,191,31,92,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"300","2",5,277,74,17,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"300","3",1,115,49,29,34,2,31,0,0,0,0,0,0,0,0,0,0,0,1,1
"S2014","09-06-14",70,"300","4",2,74,11,94,2,0,45,0,0,0,1,0,1,0,0,0,0,0,0,0
"S2014","09-06-14",70,"300","5",2,117,38,76,0,0,26,0,0,0,0,0,0,1,0,1,0,0,0,1
"S2014","09-06-14",70,"300","6",1,0,0,103,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2014","09-06-14",70,"300","7",3,7,57,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
"S2014","09-06-14",70,"300","8",2,150,23,93,18,0,21,0,0,0,0,0,0,1,0,1,1,0,8,0
"S2014","09-06-14",70,"300","9",2,151,13,30,4,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0
"S2014","09-06-14",70,"300","10",1,12,0,82,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0
