"season","sampling_date","site","tree","fig","foundress_number","pegoscapus_f","pegoscapus_m","LO1_f","SO1_f","SO2_f","idarnes_m","heterandrium_1_f","heterandrium_1_mw","heterandrium_1_mu","heterandrium_2_f","heterandrium_2_mw","heterandrium_2_mu","ficicola_f","ficicola_m","physothorax_f","physothorax_m","sycophila","unidentified_idarnes","unidentified_wasps"
"F2012","03-11-12",158,"20","1",0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,1,7,0,0,0
"F2012","03-11-12",158,"20","2",1,6,0,3,26,8,9,0,0,1,0,0,1,0,0,0,4,0,0,0
"F2012","03-11-12",158,"20","3",2,0,2,2,20,10,41,0,0,0,0,0,0,0,0,0,2,0,0,0
"F2012","03-11-12",158,"20","4",2,0,0,1,0,21,14,0,0,1,2,0,0,0,1,2,4,0,1,0
"F2012","03-11-12",158,"22A","1",2,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","2",1,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","3",0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,1,0,0,0,4
"F2012","03-11-12",158,"22A","4",0,0,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","5",1,0,3,10,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","6",1,0,0,2,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2
"F2012","03-11-12",158,"22A","7",3,0,0,12,8,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","8",1,0,0,8,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","9",1,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","10",0,0,0,9,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","11",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0
"F2012","03-11-12",158,"22A","12",1,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2
"F2012","03-11-12",158,"22A","13",2,0,1,17,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2
"F2012","03-11-12",158,"22A","14",1,0,0,5,23,22,16,0,0,0,2,0,1,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","15",2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0
"F2012","03-11-12",158,"22A","16",2,0,0,0,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","17",2,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","18",1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0
"F2012","03-11-12",158,"22A","19",1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"22A","20",3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"25","1",2,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"29","1",2,0,2,9,3,20,15,0,0,0,1,0,1,0,0,0,2,0,1,0
"F2012","03-11-12",158,"29","2",2,3,1,0,1,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0
"F2012","03-11-12",158,"29","3",1,3,0,4,0,16,14,0,0,0,0,0,0,0,0,0,4,0,0,0
"F2012","03-11-12",158,"29","4",2,0,1,4,2,12,2,0,0,0,0,0,0,0,0,0,7,0,0,0
"F2012","03-11-12",158,"29","5",2,1,0,5,16,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"29","6",0,0,2,1,3,8,14,0,0,0,0,1,3,0,0,0,1,0,0,0
"F2012","03-11-12",158,"29","7",1,7,3,1,7,13,9,0,0,0,0,0,1,0,0,0,1,0,0,0
"F2012","03-11-12",158,"29","8",1,0,0,7,0,4,12,0,0,0,0,0,0,0,0,0,2,0,0,0
"F2012","03-11-12",158,"36","2",NA,0,0,1,0,8,19,0,0,0,0,0,0,0,0,0,10,0,0,0
"F2012","03-11-12",158,"39","1",1,1,0,11,0,20,53,0,0,0,0,0,0,0,0,12,0,0,0,8
"F2012","03-11-12",158,"39","2",1,0,0,4,4,18,3,0,0,1,0,1,1,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","3",2,9,2,8,0,20,9,0,0,0,3,0,0,0,0,4,0,0,0,0
"F2012","03-11-12",158,"39","4",1,0,1,1,4,3,8,3,2,1,3,0,1,0,0,0,0,0,0,2
"F2012","03-11-12",158,"39","5",2,0,1,2,2,21,55,0,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","6",2,0,0,1,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","7",2,0,0,3,0,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","8",1,0,3,16,1,18,72,0,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","9",2,0,0,5,0,8,0,0,0,0,0,0,0,1,0,2,0,0,0,2
"F2012","03-11-12",158,"39","10",1,2,0,6,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","11",2,0,0,2,0,8,22,0,0,2,0,0,0,0,0,1,0,0,0,6
"F2012","03-11-12",158,"39","12",2,0,0,12,24,2,6,4,0,2,4,1,0,0,0,0,1,0,0,1
"F2012","03-11-12",158,"39","13",2,4,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","14",1,0,0,5,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","15",1,0,1,5,13,23,37,0,0,0,1,0,2,0,0,0,0,0,0,2
"F2012","03-11-12",158,"39","16",1,0,0,2,2,8,33,0,0,0,0,0,0,0,0,0,0,0,0,6
"F2012","03-11-12",158,"39","17",NA,0,0,1,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,9
"F2012","03-11-12",158,"39","18",1,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","19",1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"39","20",1,0,0,0,0,0,18,0,1,2,0,0,0,0,0,1,0,0,0,14
"F2012","03-11-12",158,"39","21",2,0,0,2,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,4
"F2012","03-11-12",158,"39","22",1,0,0,0,1,2,22,0,0,0,0,0,0,0,0,2,13,0,0,0
"F2012","03-11-12",158,"39","23",1,1,0,2,0,7,34,0,0,0,0,0,0,0,0,0,8,0,0,0
"F2012","03-11-12",158,"39","24",1,0,0,4,0,19,40,0,0,1,2,0,0,0,0,2,7,0,0,0
"F2012","03-11-12",158,"39","25",1,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,11,0,0,0
"F2012","03-11-12",158,"39","26",2,0,0,3,0,8,40,0,0,0,0,0,0,0,0,2,2,0,0,0
"F2012","03-11-12",158,"39","27",0,0,0,1,0,3,19,0,0,0,0,0,0,0,0,0,12,0,3,0
"F2012","03-11-12",158,"41S","1",1,1,6,30,4,1,53,3,3,0,1,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"41S","2",1,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0
"F2012","03-11-12",158,"41S","3",1,0,0,34,0,0,19,0,1,0,0,0,0,0,0,5,2,0,0,12
"F2012","03-11-12",158,"41S","4",1,0,0,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","03-11-12",158,"41S","5",1,0,0,1,0,2,44,0,0,0,0,0,0,0,1,0,1,0,0,0
"F2012","03-11-12",158,"47","1",2,0,0,6,0,9,30,0,0,0,0,0,0,0,0,0,5,0,0,0
"F2012","03-11-12",158,"47","2",0,0,0,1,11,9,8,0,0,0,0,0,3,0,0,3,3,0,0,0
"F2012","03-11-12",158,"57","1",2,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,7,0,0,0
"F2012","03-11-12",158,"57","2",1,1,0,0,1,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
"F2012","03-11-12",158,"57","3",2,0,8,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F2012","03-11-12",158,"57","4",2,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0
"F2012","07-11-12",172,"07","1",1,0,0,2,5,23,19,2,3,2,0,0,1,0,1,1,1,0,0,0
"F2012","07-11-12",172,"07","2",1,0,0,4,6,40,27,12,11,8,4,0,6,0,0,0,0,0,0,0
"F2012","07-11-12",172,"07","3",1,1,0,2,8,29,18,2,5,4,0,0,4,0,0,0,0,0,0,0
"F2012","07-11-12",172,"15B","1",2,0,1,0,1,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"15B","2",3,0,0,0,0,1,1,0,2,0,3,1,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"15B","3",2,4,5,6,28,0,8,7,2,0,7,1,10,0,0,0,0,0,0,0
"F2012","07-11-12",172,"15B","4",2,0,2,0,3,5,9,5,1,1,1,0,0,2,1,0,0,0,0,0
"F2012","07-11-12",172,"15B","5",1,0,0,2,0,5,4,15,1,3,5,1,4,0,1,0,0,0,0,0
"F2012","07-11-12",172,"15B","6",1,0,0,0,14,0,8,0,3,0,2,0,5,0,0,1,0,0,0,0
"F2012","07-11-12",172,"15B","7",1,4,3,4,0,0,10,7,1,2,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"15B","8",1,0,1,2,3,7,2,0,0,0,1,1,0,0,0,2,0,0,0,0
"F2012","07-11-12",172,"31","1",2,10,4,6,33,24,26,0,0,0,0,1,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","2",2,0,0,0,6,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","3",1,2,0,1,15,32,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"F2012","07-11-12",172,"31","4",3,8,1,30,18,21,14,0,1,0,1,1,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","5",3,0,0,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","6",2,0,3,0,15,8,2,0,0,0,1,2,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","7",1,2,0,3,11,30,25,0,0,0,2,1,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","8",1,6,3,1,11,26,12,0,0,0,1,1,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","9",3,0,0,0,7,13,8,0,0,0,2,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","10",1,0,0,1,3,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","11",3,0,0,1,13,22,27,0,0,0,0,1,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","12",2,3,1,5,10,13,16,0,0,0,5,1,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","13",2,0,5,5,15,15,5,1,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","14",2,0,0,0,0,0,17,8,3,0,1,1,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","15",1,1,10,8,24,26,27,0,0,0,1,1,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","16",1,10,2,0,0,2,21,0,0,0,0,1,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","17",2,0,0,1,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","18",1,0,1,1,10,18,17,0,0,0,1,0,0,0,2,0,0,0,0,0
"F2012","07-11-12",172,"31","19",1,2,2,2,3,10,7,4,2,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","20",2,0,0,1,8,12,20,1,3,0,1,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","21",1,0,0,6,7,28,24,5,2,3,2,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","22",1,9,3,14,12,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","23",3,0,1,1,19,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","24",1,0,1,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","25",1,0,0,1,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","26",1,1,10,8,24,26,27,0,0,0,1,1,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","27",1,0,0,0,6,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","29",1,6,2,4,29,5,35,0,0,0,2,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","30",2,1,3,3,10,13,28,0,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"31","31",2,0,0,0,6,13,35,0,1,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"36","1",1,0,0,8,1,4,7,8,8,4,0,0,0,1,0,3,0,0,0,0
"F2012","07-11-12",172,"47","1",3,12,2,8,5,14,19,4,2,0,11,0,4,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","1",1,0,0,15,1,3,46,0,0,0,0,0,0,2,0,0,0,0,0,0
"F2012","07-11-12",172,"50","2",1,15,2,18,2,10,15,1,4,1,1,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","3",1,7,1,26,21,28,11,1,0,0,1,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","4",2,8,1,22,5,8,28,2,5,1,5,1,4,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","5",1,2,0,19,3,2,33,3,2,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","6",1,1,1,6,0,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","7",1,5,0,14,6,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","8",1,0,1,8,5,22,1,3,5,1,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","9",1,2,1,17,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","10",2,8,2,12,11,25,18,5,4,1,0,0,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","11",1,0,3,11,6,2,5,0,2,1,0,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","12",1,0,0,6,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","13",1,0,0,6,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","14",2,0,0,8,2,9,14,2,0,3,0,0,1,0,1,0,0,0,0,0
"F2012","07-11-12",172,"50","15",2,0,0,35,1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","16",1,4,3,12,9,4,6,0,2,0,1,0,1,0,0,0,0,0,0,0
"F2012","07-11-12",172,"50","17",1,0,0,8,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"52","1",2,0,0,7,7,0,9,0,0,0,2,1,0,0,0,0,0,0,0,0
"F2012","07-11-12",172,"55","1",6,0,21,36,2,2,58,1,2,0,1,0,2,0,0,0,0,0,0,0
"F2012","07-11-12",172,"55","2",2,16,1,39,21,21,15,0,1,0,3,0,0,0,0,1,0,0,0,0
"F2012","07-11-12",172,"55","3",1,0,0,12,1,0,30,1,3,1,9,1,2,1,0,0,0,0,0,0
"F2012","07-11-12",172,"55","4",3,0,4,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","1",1,8,0,16,0,72,23,0,0,0,1,0,2,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","2",2,43,8,19,8,40,15,1,1,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","3",0,0,1,20,0,13,18,0,1,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","4",1,9,2,14,7,33,43,6,0,6,7,0,6,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","5",1,9,0,35,0,39,10,2,0,0,7,5,0,0,0,0,2,0,0,0
"F2012","06-12-12",113,"21","6",1,2,2,5,3,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"21","7",1,19,1,20,8,53,15,0,0,0,5,2,4,0,0,0,1,0,0,0
"F2012","06-12-12",113,"21","14",NA,9,2,14,7,33,43,6,0,6,7,0,6,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","1",1,24,12,16,0,36,14,0,1,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","2",1,17,4,12,26,37,12,4,1,0,1,0,11,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","3",1,8,4,6,14,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","4",1,8,2,5,9,29,29,10,0,3,1,0,0,0,0,1,1,0,0,0
"F2012","06-12-12",113,"27","5",1,24,2,13,55,5,33,1,3,4,2,1,0,0,0,1,0,0,0,0
"F2012","06-12-12",113,"27","6",1,4,5,4,0,13,41,0,0,0,0,0,3,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","7",1,22,2,6,17,38,13,3,3,2,3,0,2,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","8",1,3,1,1,12,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"27","9",1,0,0,0,7,39,21,0,0,0,0,0,0,0,0,0,1,0,0,0
"F2012","06-12-12",113,"30","1",1,32,12,25,0,4,8,0,0,0,0,1,0,1,0,0,3,0,0,0
"F2012","06-12-12",113,"30","2",2,37,18,12,30,7,24,0,0,0,3,0,0,1,1,1,3,0,0,0
"F2012","06-12-12",113,"30","3",1,0,0,0,15,26,18,0,0,1,2,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"30","4",1,29,14,30,0,18,33,0,0,0,1,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"30","5",1,48,9,11,17,10,19,0,0,0,0,0,0,1,1,2,1,0,0,0
"F2012","06-12-12",113,"30","6",1,25,7,4,7,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","1",NA,0,0,38,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","2",1,150,17,24,2,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","3",3,20,22,60,16,3,25,2,1,0,2,1,1,0,4,0,1,0,9,0
"F2012","06-12-12",113,"44","4",2,80,30,20,22,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"F2012","06-12-12",113,"44","5",1,0,6,54,11,10,14,1,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","6",1,1,0,67,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","7",0,0,0,46,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"44","8",0,0,0,32,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","1",1,6,2,2,3,0,5,13,1,5,2,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","2",2,1,0,11,1,0,0,3,0,0,0,0,1,0,5,0,0,0,0,0
"F2012","06-12-12",113,"50","3",3,76,5,24,0,31,6,0,0,0,5,3,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","4",1,21,0,9,4,30,4,3,0,0,0,0,4,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","5",1,7,3,22,6,14,29,5,3,2,3,0,3,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","6",4,5,25,10,6,33,66,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"50","7",1,65,10,18,7,7,17,4,0,1,3,1,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"53","1",1,4,0,7,16,20,8,1,0,6,9,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"56","1",4,16,4,2,12,33,17,0,0,0,0,0,5,0,0,0,0,0,0,0
"F2012","06-12-12",113,"56","2",2,3,0,10,22,69,13,4,3,0,10,2,7,0,0,0,0,0,0,0
"F2012","06-12-12",113,"56","3",1,5,0,2,19,36,21,0,0,0,1,2,3,0,0,0,0,2,0,0
"F2012","06-12-12",113,"56","4",1,6,1,0,10,2,23,4,1,0,0,0,2,0,0,0,1,1,0,0
"F2012","06-12-12",113,"56","5",1,1,0,4,24,55,20,2,2,0,6,0,2,0,0,0,0,0,0,0
"F2012","06-12-12",113,"56","6",0,0,0,90,0,2,20,0,0,0,0,0,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"56","7",2,4,0,0,15,38,17,2,0,1,2,3,2,0,0,0,1,0,0,0
"F2012","06-12-12",113,"62","1A",1,0,1,5,1,11,7,0,1,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","1B",1,0,0,5,1,12,8,11,2,8,1,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","2",1,2,1,3,4,7,10,0,1,2,0,0,0,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","3",1,6,0,5,0,18,5,12,7,8,1,0,0,1,0,0,0,0,0,0
"F2012","06-12-12",113,"65","4",1,1,3,2,7,11,9,2,2,1,0,0,0,0,0,1,0,0,0,0
"F2012","06-12-12",113,"65","5",1,0,0,2,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","6",1,0,11,14,8,24,9,7,8,5,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","7",1,4,5,0,0,21,7,5,7,4,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","8",1,0,1,4,16,23,15,0,1,1,2,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","9",1,0,5,11,0,37,7,0,2,3,4,0,2,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","10",1,0,1,1,8,28,10,2,1,0,2,0,1,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","11",2,0,1,5,5,12,8,0,1,1,2,0,1,0,0,1,1,0,0,0
"F2012","06-12-12",113,"65","12",2,8,1,1,14,37,8,2,9,2,1,0,0,0,0,0,0,0,6,0
"F2012","06-12-12",113,"65","13",1,1,1,3,5,47,17,1,1,3,0,0,0,1,0,0,0,0,0,0
"F2012","06-12-12",113,"65","14",1,0,0,0,4,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","15",1,7,3,11,0,33,39,1,2,3,3,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","16",NA,0,1,4,25,5,9,0,0,1,0,0,0,0,0,0,0,0,0,1
"F2012","06-12-12",113,"65","17",1,6,6,8,0,52,6,1,2,3,0,0,0,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","18",1,3,0,4,0,48,28,4,6,1,4,2,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","19",NA,4,0,1,3,13,22,0,0,0,0,0,0,0,0,1,3,0,0,0
"F2012","06-12-12",113,"65","20",1,2,5,19,17,28,18,1,1,4,3,1,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","21",1,0,1,0,13,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"F2012","06-12-12",113,"65","22",2,2,0,2,4,32,27,0,0,0,0,0,0,0,0,0,0,0,0,1
"F2012","06-12-12",113,"65","23",1,0,3,11,2,35,42,0,1,0,2,1,0,0,0,0,0,0,0,1
"F2012","06-12-12",113,"65","24",1,0,0,4,11,19,20,0,0,1,4,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","25",1,0,3,12,6,30,14,0,0,0,0,0,1,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","26",1,0,0,5,2,18,12,1,0,0,2,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","27",2,0,1,1,6,62,30,10,12,6,0,1,2,0,0,0,1,0,3,0
"F2012","06-12-12",113,"65","28",1,0,4,5,10,32,28,0,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","29",1,0,7,8,5,44,24,1,1,2,0,2,3,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","30",2,0,1,5,3,20,9,7,4,14,4,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","31",1,0,0,5,3,33,37,0,1,0,0,0,0,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","32",1,0,1,10,2,33,7,0,0,1,3,0,0,0,0,0,2,0,0,0
"F2012","06-12-12",113,"65","33",1,4,2,9,0,54,20,19,9,8,0,0,1,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","34",1,1,0,6,11,22,11,8,5,3,1,0,1,0,0,0,1,0,0,0
"F2012","06-12-12",113,"65","35",1,0,3,9,9,17,5,0,1,1,11,0,4,0,0,0,0,0,0,1
"F2012","06-12-12",113,"65","36",NA,4,4,7,0,55,18,5,0,1,0,0,0,0,0,1,0,0,0,0
"F2012","06-12-12",113,"65","37",1,1,11,7,5,56,15,2,3,2,5,6,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"65","38",2,4,3,10,0,28,12,0,2,0,0,0,0,0,0,1,0,0,0,0
"F2012","06-12-12",113,"66","1",1,0,0,5,0,41,18,0,1,0,0,1,1,0,0,0,0,0,1,0
"F2012","06-12-12",113,"66","2",1,0,0,9,4,28,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"66","3",1,3,1,0,9,7,28,7,1,6,1,0,0,1,1,0,0,0,0,0
"F2012","06-12-12",113,"66","4",1,0,0,6,0,28,15,1,0,2,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"67","1",1,5,5,29,6,49,16,0,0,0,9,0,3,0,0,0,0,0,1,0
"F2012","06-12-12",113,"67","2",1,1,2,10,1,6,27,0,3,0,0,0,1,0,0,0,0,0,0,0
"F2012","06-12-12",113,"69","1",3,8,1,7,19,8,22,0,1,0,0,2,0,0,0,0,1,0,0,0
"F2012","06-12-12",113,"69","2",1,2,0,6,13,26,2,0,0,0,2,1,3,0,0,4,3,0,0,0
"F2012","06-12-12",113,"69","3",1,6,1,2,10,16,2,0,0,0,2,1,0,0,0,0,0,1,0,3
"F2012","06-12-12",113,"69","4",0,0,8,0,3,7,18,0,1,0,0,0,1,0,0,0,0,0,1,0
"F2012","06-12-12",113,"69","5",3,4,4,11,1,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"69","6",NA,2,2,5,3,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0
"F2012","06-12-12",113,"74","1",1,13,4,16,1,24,32,3,2,2,0,0,2,0,0,0,0,0,0,0
"F2012","06-12-12",113,"74","2",7,9,9,5,5,50,12,0,0,0,0,0,2,0,0,0,0,0,0,0
"F2012","29-11-12",95,"07E","2",2,8,2,16,5,28,2,15,22,4,3,1,1,0,0,0,0,0,0,3
